text,crowd_label,conf0,conf1,conf2,conf3,conf4
"RT @BAHjournalist: ""Nothing in my performance will be DEFLATED."" ~ @katyperry #SB49 #deflategate http://t.co/TQanQYCs9k",1,0.0887,0.6452,0.0887,0.0887,0.0887
RT @QUALLified: Does #DeflateGate change your opinion on Brady as a player or a person?,0,1.0,0.0,0.0,0.0,0.0
#Repost @impactchurchoh || #Free #Merch #SB49 #DeflateGate #LakewoodOH #CLE #Cleveland ÄÈÄÈÄÈ¡Tag a friend! http://t.co/aXOS5wuVNo,0,0.6833,0.079175,0.079175,0.079175,0.079175
"RT @torontolibrary: As one library blogger points out, there are more important issues with #football to address than #Deflategate: http://Û_",2,0.0,0.0,1.0,0.0,0.0
"@IwantaELITE @Ryosaur @NewEnglandPats4 @BrockMut ""ur dumb as shit"" ""chest to win"" ""#deflategate"" but we're the ones who can't shit talk",0,0.6452,0.0887,0.0887,0.0887,0.0887
@SportsCenter those balls aren't pumped up enough #deflategate,0,0.6779999999999999,0.08050000000000002,0.08050000000000002,0.08050000000000002,0.08050000000000002
Who's more obnoxious: Richard Sherman or #DeflateGate? Shut 'em both up with #pumpupthepats  http://t.co/E1MPjuhOJr,2,0.0,0.0,1.0,0.0,0.0
"The truth behind #DeflateGate --&gt;

http://t.co/xZBeYbMN6r",0,1.0,0.0,0.0,0.0,0.0
Katy Perry has Marshawn Lynch and #DeflateGate jokes http://t.co/A87B5yCKSj via @sbnation,1,0.0,1.0,0.0,0.0,0.0
RT @pawleenc: Seems like the @MapleLeafs are always playing with DEFLATED PUCKS #DeflateGate,1,0.079575,0.6817,0.079575,0.079575,0.079575
Reporter who broke #DeflateGate says fans have threatened him  http://t.co/Kxf0bRvjno,0,0.708,0.07300000000000001,0.07300000000000001,0.07300000000000001,0.07300000000000001
"Katy Perry says ""Nothing in my performance will be deflated.""... @katypery #SuperBowlXLIX #DeflateGate http://t.co/I2mDEM0FZH",1,0.076925,0.6923,0.076925,0.076925,0.076925
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/RMv6TybwPi via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/9mNXHM8cTy via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/wHgBAbliyw via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/gwzeXc05df via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/jtVaTJkUOz via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/7MoDRVNXN1 via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/UZOzFYu2Wy via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/qbDgIvb5fs via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/CHhfTNIfPk via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/oU5SBu91Ub via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/fZrohjzN17 via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/OL9peOr9Sc via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/aQp05gQdiR via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/umIpBDazLJ via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate &amp; the 8 biggest scandals in sports history: http://t.co/nlzJyQdmIk via @ChatSports,0,1.0,0.0,0.0,0.0,0.0
"#Deflategate gets real...chocolatey: http://t.co/UVPHQOgUhx (If you can't beat 'em, EAT 'em!)",1,0.0,1.0,0.0,0.0,0.0
The temperature outside is dropping like it's the PSI of a #DeflateGate ball. #FootballJoke #NFL,1,0.07869999999999999,0.6852,0.07869999999999999,0.07869999999999999,0.07869999999999999
ÛÏ@USATODAY: Insomniacs rejoice: You're not alone. #ILostSleepBecause http://t.co/YUFHZQVs8fÛ I was so upset over #DeflateGate :(,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
Katy Perry's press conference: 'I'm just here so I don't get fined' and references #deflategate http://t.co/KGVOBLJioS via @SportingNews,1,0.087975,0.6481,0.087975,0.087975,0.087975
"@FuelOnline LOL. The irony of the name ""Air Supply"" playing at the #Superbowl after #DeflateGate is almost too perfect for words.",1,0.0,1.0,0.0,0.0,0.0
So the NFL never recorded the exact pressures of the footballs that failed the pressure test. Crazy stuff. #DeflateGate,0,0.7,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001
@nflcommish if my league's integrity was questioned you can be damn sure I'd be in front of a microphone talking about it #DeflateGate,0,0.6605,0.084875,0.084875,0.084875,0.084875
RT @KeithMcC29: Katy Perry isn't deflated at all #DeflateGate,1,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001
WATCH: Typical #Pittsburgh #Steelers fan dad reacts to #deflategate: http://t.co/ZEICOvYXx2,0,0.6713,0.082175,0.082175,0.082175,0.082175
RT @BitPlayer: Terrific analysis of the #Cheatriots fumble rates shows that maybe #deflategate goes back a ways: http://t.co/cedSNYCGZ4,3,0.07339999999999999,0.07339999999999999,0.07339999999999999,0.7064,0.07339999999999999
@NewEnglandPats4 @Loganut_ @BrockMut @Ryosaur I love how all Patriots fans are in this debate. Ha #DeflateGate #Cheaters,3,0.081925,0.081925,0.081925,0.6723,0.081925
"RT @Lib_Librarian: Obama wears a tan suit: days of coverage.

Historic trip to India: Oh lets talk more about #deflategate",2,0.08432500000000001,0.08432500000000001,0.6627,0.08432500000000001,0.08432500000000001
"@xavxavier14 @HuffingtonPost That is correct, both teams balls lose pressure at the same ""rate"" as function of temp #DeflateGate",4,0.0,0.0,0.0,0.0,1.0
@nflcommish way to go bullying @MoneyLynch into speaking when you still haven't talked about #DeflateGate #hypocrite #NFL #SB49,0,1.0,0.0,0.0,0.0,0.0
RT @BeTireSmart: What's more important: under inflated tire or under inflated football? #deflategate #SB49 http://t.co/iLHZdKTSbk http://t.Û_,2,0.08845,0.08845,0.6462,0.08845,0.08845
"WWE:""#WWE's LanaWWE mikethemiz and JCLayfield have some advice for the Patriots on the latest WWEInbox! http://t.co/cMqMvRSkWT #Deflategate""",0,0.6746,0.08135,0.08135,0.08135,0.08135
"#Deflategate: Refs properly tested footballs prior to AFC Championship, says Dean Blandino http://t.co/OoO7ytPEF0 http://t.co/JePPpnfbHw",0,0.6364,0.09090000000000001,0.09090000000000001,0.09090000000000001,0.09090000000000001
"Video: @KatyPerry says she doesn't have an opinion on #DeflateGate, but... https://t.co/8GgO4Y3u2G",0,1.0,0.0,0.0,0.0,0.0
So this is how @KentuckyMBB does it! #DeflateGate #Patriots http://t.co/0v7RzgrXc8,0,0.6609999999999999,0.08475000000000002,0.08475000000000002,0.08475000000000002,0.08475000000000002
@Toucherandrich but what about this shifty ball boy taking a sack of balls into the can?!?!  So done with #DeflateGate,2,0.08637500000000001,0.08637500000000001,0.6545,0.08637500000000001,0.08637500000000001
@FelgerAndMazz Felger can you try to make your discussion scientific? Can you have a physicist or two on your show? #DeflateGate,0,1.0,0.0,0.0,0.0,0.0
A) when did Katy Perry lose her left arm? B) no sign of #DeflateGate here... I'll get my coat. http://t.co/YDN1h3oKD3,1,0.08035,0.6786,0.08035,0.08035,0.08035
Much greater chance of the #Patriots being reprimanded for #DeflateGate than Richard Sherman missing #SBXLIX. Neither gonna happen.,1,0.070525,0.7179,0.070525,0.070525,0.070525
"Bill Nye @TheScienceGuy: Screw #Deflategate. You Should ""Give a Fuck"" About #ClimateChange Instead. http://t.co/cKCXLgn9Xf via @MotherJones",2,0.0,0.0,1.0,0.0,0.0
RT @DrewFustin: Sharing this ahead of writing a blog post: a physics guide to the T-P relationship in #deflategate. http://t.co/wNme8BdwAB,0,1.0,0.0,0.0,0.0,0.0
#Redskins RG3 is not only talking about #DeflateGate. He also spoke about the ankle injury that plagued him in 2014 http://t.co/nzMTolvCQT,0,0.6885,0.077875,0.077875,0.077875,0.077875
@j_schroder #DeflateGate @TheScienceGuy made a major miscalculation... not convert to absolute pressure. also didn't use pressure gauges.,1,0.0,1.0,0.0,0.0,0.0
I don't find any of these super bowl story lines exciting... #lynch #DeflateGate #yawn,2,0.0,0.0,1.0,0.0,0.0
"The Marketer's ""Deflategate"" #Marketing #Deflategate http://t.co/8OIxEZYqZR",0,1.0,0.0,0.0,0.0,0.0
Well played Pillsbury #deflategate #ad on Yahoo http://t.co/FZefsHW8Bk,0,0.6683,0.082925,0.082925,0.082925,0.082925
RT @AARPWA: We're pumped up for the Super Bowl &amp; got something to say about scams! VID: http://t.co/bw71AFzjHx  #GoHawks #deflategate #BallÛ_,0,0.6626,0.08435000000000001,0.08435000000000001,0.08435000000000001,0.08435000000000001
"Prop bets, #deflategate, #SBXLIX. We've got it all. @GameGuyPGH @glitz22 @MrHankScorpi0 http://t.co/GueDbZm94U",0,1.0,0.0,0.0,0.0,0.0
RT @lightning_29: Waking up to see @katyperry on nfl network!! #godisreal #beautiful #DeflateGate,0,1.0,0.0,0.0,0.0,0.0
"Breaking news, Head of Officiating, Dean Blandino says sleeper hold is indeed a legal tackle #NFL #deflategate #SuperBowlXLIX #ballghazi",0,1.0,0.0,0.0,0.0,0.0
"RT @AlexTetreault14: Well done Katy Perry, Well done! #DeflateGate #KatyPerry #HalftimeShow #shotsfired https://t.co/iljIMEyidA",0,0.6828,0.07930000000000001,0.07930000000000001,0.07930000000000001,0.07930000000000001
Bill Nye The Science Guy on #DeflateGate. http://t.co/SbCcY4zGrO,0,1.0,0.0,0.0,0.0,0.0
Former NFL QB Jeff Blake on the stupidity of #DeflateGate  http://t.co/Jyr9MasBte,0,0.6746,0.08135,0.08135,0.08135,0.08135
"Win if you can, lose if you must, but always cheat. #Patriots #DeflateGate",3,0.0,0.0,0.0,1.0,0.0
RT @funnyordie: Bill Nye @TheScienceGuy explains the science behind #DeflateGate: http://t.co/8fRer5nWxt http://t.co/hcN7Q503M7,0,1.0,0.0,0.0,0.0,0.0
"The #psychology behind #deflategate, especially if you're a true #sports #fan @MassLiveNews @diled http://t.co/8ZTVTwLCyy",0,0.6491,0.087725,0.087725,0.087725,0.087725
RT @ShooterMcGavin_: #DeflateGate in a nutshell http://t.co/V04mGo06j3,0,0.6652,0.0837,0.0837,0.0837,0.0837
"Playing Devil's advocate #deflategate

http://t.co/Uew9JkIykq http://t.co/0oJwf7PSu9",0,0.6481,0.087975,0.087975,0.087975,0.087975
RT @ShooterMcGavin_: BREAKING: Patriots Locker Room Attendant steps forward and accepts responsibility for #DeflateGate http://t.co/i6OHXHwÛ_,0,0.6779999999999999,0.08050000000000002,0.08050000000000002,0.08050000000000002,0.08050000000000002
RT @NextGenClimate: WATCHÛÓ&gt; Bill Nye @TheScienceGuy urges Americans to ÛÏgive a f**kÛ about climate change instead of #deflategate.  http://Û_,0,0.6393,0.090175,0.090175,0.090175,0.090175
RT @ednorwine: No one has benefited this much from deflated balls since Barry Bonds. #DeflateGate,1,0.0802,0.6792,0.0802,0.0802,0.0802
"RT @theadvertiser: .@drewbrees on #Deflategate: 'I'm just glad it has nothing to do with us' 
 http://t.co/0eIOU4LrZu #Saints",0,1.0,0.0,0.0,0.0,0.0
@SportsCenter those balls look a little deflated to me anyone can catch the ball one handed when they are like that #DeflateGate #Sketchy,3,0.0,0.0,0.0,1.0,0.0
"#DeflateGate is known to Brees, Manning, and Brady...the NFL's spokesman. @nflcommish has covered this up well. Better than Selig.",0,0.6677,0.08307500000000001,0.08307500000000001,0.08307500000000001,0.08307500000000001
"As one library blogger points out, there are more important issues with #football to address than #Deflategate: http://t.co/9JR9MZrPXZ",2,0.077575,0.077575,0.6897,0.077575,0.077575
#WWE's @LanaWWE @mikethemiz and @JCLayfield have some advice for the @Patriots on the latest @WWEInbox! http://t.co/soysmJg0vC #Deflategate,0,1.0,0.0,0.0,0.0,0.0
"Why have passing records gone through the roof SINCE the 2007 rule was passed to allow teams to ""handle"" their own footballs? #DeflateGate",0,0.6935,0.076625,0.076625,0.076625,0.076625
RT @DoubletakeJesse: What does James Franco think of #DeflateGate? #patriots https://t.co/wAHCm8eJG8,0,1.0,0.0,0.0,0.0,0.0
"Tom Brady is now sick!   Hmmm
A new study proves lying leads to illness; the truth will set you free
&lt;http://t.co/9cdsYimFrA&gt;
#DeflateGate",1,0.087725,0.6491,0.087725,0.087725,0.087725
"Between #DeflateGate and the #SuperBowlHalftimeShow nonsense, I get how Michael Corleone felt about Kay and Fredo at the end of Godfather II",2,0.0,0.0,1.0,0.0,0.0
RT @zephyrhillblog: Hey NFL: Money Savvy Football bank helps kids re-inflate their savings accounts. #deflategate http://t.co/RPDZaCmWhl,1,0.084675,0.6613,0.084675,0.084675,0.084675
Will furor over @MSNBC reporter calling out #AmericanSniper bump #DeflateGate at top of news cycle?,2,0.08332500000000001,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001
@SI_PeterKing thought you might enjoy this scientific take on your (not so) favorite topic. #deflategate http://t.co/KiD70cY9Vf,0,0.6643,0.083925,0.083925,0.083925,0.083925
sad when #DeflateGate has longer news legs than #SOTU,2,0.07500000000000001,0.07500000000000001,0.7,0.07500000000000001,0.07500000000000001
Sharing this ahead of writing a blog post: a physics guide to the T-P relationship in #deflategate. http://t.co/wNme8BdwAB,0,1.0,0.0,0.0,0.0,0.0
That press conference about #DeflateGate was extremely sloppy,2,0.08182500000000001,0.08182500000000001,0.6727,0.08182500000000001,0.08182500000000001
Amy Poehler on #DeflateGate: I don't have any good jokes for that. I am excited for the game!,0,1.0,0.0,0.0,0.0,0.0
#DeflateGate affecting everybody these days http://t.co/9Uiymuk5Io,0,0.7015,0.074625,0.074625,0.074625,0.074625
"Best analysis, but too many words, people don't read, need Powerpoint #deflategate #ballghazi #SuperBowlXLIX #NFL http://t.co/goCmxu4zQr",0,1.0,0.0,0.0,0.0,0.0
@EddieSteak her boobs seemed a little light. #DeflateGate,1,0.0,1.0,0.0,0.0,0.0
#DeflateGate @TheScienceGuy Please #showyourwork Bill Nye. Thanks.,0,1.0,0.0,0.0,0.0,0.0
"RT @ZombieBurgerDM: #DEFLATEGATE: Crab cake, smoked gouda, lemon-dill sauce, lettuce + mozzarella balloon #TweakedOutThursday #1DayOnly httÛ_",0,0.6962,0.07594999999999999,0.07594999999999999,0.07594999999999999,0.07594999999999999
RT @iNURSELISA: Oh? @GerryCallahan Tommy is sick? Tell him to stop rubbing all those balls and WASH HIS HANDS #DeflateGate,1,0.0875,0.65,0.0875,0.0875,0.0875
RT @SOLIDWORKS: Simulation says Belichick's #DeflateGate explanation is plausible http://t.co/cXBeQNoZZ4 via @Hawk_Ridge_Sys http://t.co/bYÛ_,0,0.6842,0.07894999999999999,0.07894999999999999,0.07894999999999999,0.07894999999999999
I have had to lay off twitter for a while whilst #DeflateGate blew over. I couldn't stand it.,2,0.0,0.0,1.0,0.0,0.0
"#SuperBowl predictions, latest on #DeflateGate and more on #ReichReport podcast with @lateinning on @insidesportsusa http://t.co/tAPRDDZLNM",0,1.0,0.0,0.0,0.0,0.0
Did An NFL Executive Lie About How Deflated PatsÛª Balls Really Were? [VIDEO] http://t.co/9fud51v5YG via @dailycaller #deflategate,0,1.0,0.0,0.0,0.0,0.0
Belichick yourself before you wreck yourself #DeflateGate,1,0.0,1.0,0.0,0.0,0.0
@OnlyInBOS @ReginaPizzeria Gronks new flat bread pizza #DeflateGate,0,1.0,0.0,0.0,0.0,0.0
#Deflategate? Psssh. Celebrity Damage Control: Wesley Snipes and Kiefer Sutherland eps featuring moi coming your way! http://t.co/jKxXifppgh,0,0.7,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001
SURGERY WENT GOOD..( 9 MONTHS AND COUNTING) #MambaMentality #MAMBA #GOLAKERS #DeflateGate #SuperBowlXLIX @kobebryant http://t.co/IhJzRzpmg3,0,1.0,0.0,0.0,0.0,0.0
RT @blindoggbooks: Short stories won't deflate your weekend! #amreading #deflategate #Ike #fridayreads http://t.co/Xor4aDRw1p,0,1.0,0.0,0.0,0.0,0.0
Reporter who broke #DeflateGate says fans have threatened him,0,1.0,0.0,0.0,0.0,0.0
Ridiculous @FelgerAndMazz crucify #Patriots over #Deflategate but now they learn refs didn't record PSI before game and it's an afterthought,4,0.08925,0.08925,0.08925,0.08925,0.643
RT @SouthieSpots: #TBT from winter of 2011 #DeflateGate southie! Super Bowl XLIX #GoPats! http://t.co/T69AaJusEm,4,0.089275,0.089275,0.089275,0.089275,0.6429
New England Cheats T-Shirt / buy it here &gt; http://t.co/L8hUbac1q8 #SuperBowl #NewEnglandPatriots #DeflateGate #Brady http://t.co/a70BYi75Wx,3,0.08050000000000002,0.08050000000000002,0.08050000000000002,0.6779999999999999,0.08050000000000002
"So rad:  Bill Nye: Screw #Deflategate. You should ""give a f$%@"" about #climatechange instead. http://t.co/x0JAax5Bt4 #climate #uspoli",2,0.07500000000000001,0.07500000000000001,0.7,0.07500000000000001,0.07500000000000001
@SInowLIVE @McCannSportsLaw #Aaron Hernandez holding a #DeflateGate #patriots  #football http://t.co/szaG6NQDV2,0,1.0,0.0,0.0,0.0,0.0
RT @SteveDelSports: The exact PSI of each ball was not logged before the game or at at halftime #Deflategate http://t.co/sAADadUCAx,0,1.0,0.0,0.0,0.0,0.0
.@drewbrees amazingly identified 11 &amp; 13 PSI inflated footballs on Conan tonight. #DeflateGate  https://t.co/MQXx5LwYeO,0,0.6809999999999999,0.07975000000000002,0.07975000000000002,0.07975000000000002,0.07975000000000002
"RT @liberty_robin: Seahawks fans, please learn to drive, or your tires will learn about #DeflateGate in a new way. 

Sincerely, 

A PhoenixÛ_",1,0.08475000000000002,0.6609999999999999,0.08475000000000002,0.08475000000000002,0.08475000000000002
"Analysis of #DeflateGate 
http://t.co/lZBPwtW4sg",0,1.0,0.0,0.0,0.0,0.0
"""Dean Blandino: DeflateGate WasnÛªt A Sting; PSI In Footballs WerenÛªt Logged"" Then it comes down to word vs word. #DeflateGate is over.",2,0.08050000000000002,0.08050000000000002,0.6779999999999999,0.08050000000000002,0.08050000000000002
My favorite player of all time @DeionSanders speaking the truth about this ridiculous #DeflateGate calling @Patriots best brand in sports,4,0.0,0.0,0.0,0.0,1.0
Hey NFL: Money Savvy Football bank helps kids re-inflate their savings accounts. #deflategate http://t.co/EOSeA6fUCX,0,0.6576,0.08560000000000001,0.08560000000000001,0.08560000000000001,0.08560000000000001
"The real #DeflateGate: The #NFL's deflated tax bill http://t.co/btFN19ICTB 
 #SuperBowlXLIX #SuperBowl #deflatethis http://t.co/cbGT6ogSmk",0,0.6833,0.079175,0.079175,0.079175,0.079175
#KatyPerry 'nothing in my performance will be deflated' - ooo that wasn't in the script! #DeflateGate,1,0.0,1.0,0.0,0.0,0.0
.@katyperry You're performance might not be deflated but you should do all the pump up jams possible. #DeflateGate,1,0.0,1.0,0.0,0.0,0.0
The guilty party. #DeflateGate http://t.co/pW4kGWGcCo,3,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.6607,0.08482500000000001
"What's more #deflated - #TomBrady's balls, or #JustinBieber before photoshop?? #DeflateGate #BieberGate http://t.co/ZAgTpIiJX4",1,0.0,1.0,0.0,0.0,0.0
"Senator on '#DeflateGate': Send Colts to Super Bowl   http://t.co/nZttUGSPG3
  #afcchampionship #colts",0,0.6548,0.08629999999999999,0.08629999999999999,0.08629999999999999,0.08629999999999999
"""I can assure you nothing in my performance will be deflated"" - @katyperry   #SB49 #Access #DeflateGate",1,0.0,1.0,0.0,0.0,0.0
Richard #Sherman and #DeflateGate revealed the real Tom #Brady http://t.co/QZlKdbOGuq via @sbnation #SB49 #LOB #GOHAWKS,0,0.6609999999999999,0.08475000000000002,0.08475000000000002,0.08475000000000002,0.08475000000000002
"#Gladiators, this is OUR super bowl. Olivia is our Tom Brady, &amp; Fitz is our Richard Sherman. And Cytron is our #DeflateGate #ScandalThursday",1,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001
RT @PSYCHICTWINS: POW!!! This is a job for The Psychic Twins... #DeflateGate #Supergirl Deflated balls Tom Brady http://t.co/WgaxjLzz7k,0,0.6723,0.081925,0.081925,0.081925,0.081925
Attention #Patriots haters.  http://t.co/am97WvHpgH #DeflateGate,4,0.090525,0.090525,0.090525,0.090525,0.6379
