text,crowd_label,conf0,conf1,conf2
RT @LisaVikingstad: Ted Cruz at the #GOPDebate will be like Ted Cruz in bed. He will keep a confusingly sad look on his face and refuse to Û_,0,0.6458,0.17709999999999998,0.17709999999999998
The First #GOPDebate: Social Media Reaction and More http://t.co/X6KUVSkltF,2,0.16854999999999998,0.16854999999999998,0.6629
#SocialMedia: The First #GOPDebate: Social Media Reaction and More http://t.co/ogoYfNyiKj,2,0.0,0.0,1.0
RT WinesdayPodcast : An update on FoxNews tech failures for the #GOPDebate http://t.co/FGGlf2J5HU http://t.co/Zw35DkUozi,0,0.6576,0.17120000000000002,0.17120000000000002
"RT @AmyMek: The Torched has been passed -&gt;.@CandyCrowley is no longer the most Famous Political Assassin! Congratulations @megynkelly, U WiÛ_",0,0.6393,0.18035,0.18035
"RT @kvxrdashian: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate http://tÛ_",0,1.0,0.0,0.0
"RT @ali: After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism Û_",0,1.0,0.0,0.0
RT @itsashlyperez: listening to fetty wap while packing because i'm a true american #GOPDebate #doesthishashtagexpire?,2,0.1684,0.1684,0.6632
RT @mgell: Trump is a cross between the shrug emoji and President Business from the Lego movie. #GOPDebate,0,0.6559,0.17204999999999998,0.17204999999999998
"RT @JamelleMyBelle: Meanwhile, in the White House...  #GOPDebate http://t.co/nouUUt5hKq",0,0.6596,0.17020000000000002,0.17020000000000002
RT @brownblaze: PLEASE RT. #KKKorGOP #GOPDebate http://t.co/YaqYAC3uV3,0,0.6869,0.15655000000000002,0.15655000000000002
"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate",0,1.0,0.0,0.0
"RT @LeKarmaSucre: How the #GOPDebate handled #BlackLivesMatter 

http://t.co/8ZGdY6lPCT",0,0.6591,0.17045,0.17045
RT @philstockworld: From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- http://t.co/0K06Sf81rq httpÛ_,2,0.1738,0.1738,0.6524
ÛÏ@DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 Fox say thanks,1,0.18235,0.6353,0.18235
"RT @gov: Most-Tweeted @GovMikeHuckabee #GOPDebate moment: saying purpose of military ""to kill people/break things"" re trans servicemembers",0,0.6458,0.17709999999999998,0.17709999999999998
RT @ariannahuff: The best and worst from the #GOPDebate http://t.co/YkI30j7hhO,2,0.18364999999999998,0.18364999999999998,0.6327
"RT @megynkelly: .@ChrisStirewalt: Big moments were @RandPaul vs. @ChrisChristie, and @realDonaldTrump reaction to women question. #KellyFilÛ_",1,0.18014999999999998,0.6397,0.18014999999999998
"RT @STYLEMOM: Here's a question, WHY in the hell are WOMEN &amp; our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebateÛ_",0,1.0,0.0,0.0
@rushlimbaugh Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,0,0.6633,0.16835,0.16835
"RT @ChuckNellis: I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",0,0.6957,0.15215,0.15215
"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. ChriÛ_",0,1.0,0.0,0.0
RT @Bipartisanism: The #GOPDebate response to #BlackLivesMatter was pathetic. http://t.co/isMXbrRM0h,0,1.0,0.0,0.0
RT @factcheckdotorg: .@JebBush said he cut FL taxes by $19B. But that includes cuts in estate taxes mandated by federal law. #GOPDebate. htÛ_,0,0.6611,0.16945,0.16945
"RT @mydaughtersarmy: Dear GOP,
If you want to stop abortions... 

#GOPDebate 
http://t.co/RbL1t4iPx6",0,0.6667,0.16665000000000002,0.16665000000000002
RT @P0TUS: #GOPDebate closing statements: http://t.co/S15NLilLso,0,0.6702,0.1649,0.1649
"RT @AmyMek: Status _ÙÔä Single 

I broke up with @FoxNews last night!   Goodbye @megynkelly, @BretBaier &amp; Chris Wallace.

#GOPDebate http://t.Û_",0,1.0,0.0,0.0
"RT @FrankLuntz: Before the #GOPDebate, 14 focus groupers said they had favorable view of Trump.

After, only 3 saw him positively.  http://Û_",1,0.16535,0.6693,0.16535
"RT @_Holly_Renee: Just made my first donation to @CarlyFiorina.
So impressed by her #GOPDebate performance.
#Fiorina http://t.co/JLfhFvZ7ST",1,0.14675,0.7065,0.14675
RT @TheJimHughes: If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate,0,1.0,0.0,0.0
RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD,2,0.17204999999999998,0.17204999999999998,0.6559
RT @JohnKasich: Scrap the President's Iran deal. Iran canÛªt get a nuke. #Kasich4Us #GOPDebate http://t.co/9TrZxOnLZF,2,0.0,0.0,1.0
Trying to decide if it's too early to come back to Twitter fulltime. Was gonna wait closer to election but the #GOPDebate may have me hooked,2,0.15084999999999998,0.15084999999999998,0.6983
"RT @Bipartisanism: Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate http:Û_",0,1.0,0.0,0.0
"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7",0,1.0,0.0,0.0
"RT @HlLLARY: Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? IÛ_",0,0.6667,0.16665000000000002,0.16665000000000002
"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC""",0,0.6667,0.16665000000000002,0.16665000000000002
"The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate",0,1.0,0.0,0.0
"RT @Franklin_Graham: 1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.cÛ_",1,0.16325,0.6735,0.16325
"RT @SnarkyDemo: #DonaldTrump said heÛªs not ÛÏpolitically correct.Û  Which, of course, is Trumpspeak for ÛÏLetÛªs face it, IÛªm huge asshole.Û #Û_",0,0.6333,0.18335,0.18335
RT @Bipartisanism: A message to the #GOPDebate candidates: http://t.co/WFK5CmVgiN,0,0.618,0.191,0.191
RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate,0,1.0,0.0,0.0
"RT @GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate
httÛ_",2,0.16544999999999999,0.16544999999999999,0.6691
"RT @lolhayley: ""The purpose of the military is to kill people and break things."" - something an actual man running for president just said Û_",0,0.6239,0.18805,0.18805
Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.,0,0.6211,0.18945,0.18945
RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,1,0.16665000000000002,0.6667,0.16665000000000002
"RT @tedcruz: If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. ObaÛ_",1,0.15115,0.6977,0.15115
RT @bruneski: Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCar,2,0.16870000000000002,0.16870000000000002,0.6626
"TheyÛªre all Todd Akin now: How the Planned Parenthood sting backfired on Republicans #GOPDebate #StandwithPP 
http://t.co/ekXPfKtHQn",0,0.6889,0.15555000000000002,0.15555000000000002
RT @learjetter: Hey @Foxnews let #REPUBLICANS digest #GOPDebate before allowing crazy @DWStweets to TRASH OUR #GOP! @LadySandersfarm http:/Û_,0,0.6629,0.16854999999999998,0.16854999999999998
RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://tÛ_,0,1.0,0.0,0.0
A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8,2,0.0,0.0,1.0
RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidateÛ_,0,0.6667,0.16665000000000002,0.16665000000000002
RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate iÛ_,1,0.0,1.0,0.0
"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7XÛ_",0,1.0,0.0,0.0
RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj,0,0.6659,0.16704999999999998,0.16704999999999998
RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,0,1.0,0.0,0.0
RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate htÛ_,0,0.6734,0.1633,0.1633
"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agaiÛ_",0,0.6264,0.18680000000000002,0.18680000000000002
"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKrÛ_",2,0.1724,0.1724,0.6552
Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,1,0.0,1.0,0.0
"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him Û_",0,1.0,0.0,0.0
RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coÛ_,0,1.0,0.0,0.0
I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,2,0.14865,0.14865,0.7027
"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebateÛ Û_ Why am I not surprised? http://t.co/tkpEsoOEZT",0,1.0,0.0,0.0
"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
httpÛ_",2,0.17215000000000003,0.17215000000000003,0.6557
Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,0,0.6882,0.15589999999999998,0.15589999999999998
RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,0,1.0,0.0,0.0
"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably wonÛªt be safe, except if weÛªre attacked Û_",0,1.0,0.0,0.0
"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiÛ_",0,1.0,0.0,0.0
"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",2,0.17275000000000001,0.17275000000000001,0.6545
RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,2,0.16925,0.16925,0.6615
RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,0,1.0,0.0,0.0
"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",0,1.0,0.0,0.0
"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",0,1.0,0.0,0.0
RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,0,0.6705,0.16475,0.16475
"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",0,1.0,0.0,0.0
"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",0,0.6708,0.16460000000000002,0.16460000000000002
RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteBÛ_,0,0.6932,0.15339999999999998,0.15339999999999998
"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",0,0.6892,0.15539999999999998,0.15539999999999998
"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM 
#p2 #ctl #topprog #tcot #tlot",2,0.16315000000000002,0.16315000000000002,0.6737
"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world_ÙÔä@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!Û_",0,0.6549,0.17254999999999998,0.17254999999999998
RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate httpÛ_,0,0.6395,0.18025000000000002,0.18025000000000002
"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",2,0.17035,0.17035,0.6593
"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",0,1.0,0.0,0.0
RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,0,0.6546,0.17270000000000002,0.17270000000000002
RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,2,0.1488,0.1488,0.7024
RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,1,0.0,1.0,0.0
"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",0,1.0,0.0,0.0
"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFaiÛ_",0,1.0,0.0,0.0
"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",0,1.0,0.0,0.0
@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,0,1.0,0.0,0.0
"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate _Ù÷Õ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",0,0.6262,0.1869,0.1869
RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebateÛ_,0,0.7033,0.14834999999999998,0.14834999999999998
Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,0,0.6429,0.17855,0.17855
RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,1,0.0,1.0,0.0
RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,0,1.0,0.0,0.0
"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. Û_",1,0.15385,0.6923,0.15385
Summary is the #GOPDebate: Status quo shit show,0,1.0,0.0,0.0
"RT @sallykohn: Hey look, itÛªs 10 men standing on a stage arguing why they should get to control womenÛªs bodies and choices. #GOPDebate",0,0.6783,0.16085,0.16085
RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unÛ_,0,1.0,0.0,0.0
"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new 
http://t.co/VMtnRi7xev http://t.co/6mtÛ_",2,0.1839,0.1839,0.6322
RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,0,1.0,0.0,0.0
Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,0,0.6344,0.18280000000000002,0.18280000000000002
#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,0,0.6667,0.16665000000000002,0.16665000000000002
"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",1,0.18130000000000002,0.6374,0.18130000000000002
RT @AC360: It wasnÛªt all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwEÛ_,2,0.17004999999999998,0.17004999999999998,0.6599
#GOPDebate in one picture http://t.co/WMmucJUqJu,2,0.0,0.0,1.0
"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' Û_",0,0.6718,0.16410000000000002,0.16410000000000002
"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices Û_",0,1.0,0.0,0.0
"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",0,1.0,0.0,0.0
"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",0,1.0,0.0,0.0
"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",1,0.16854999999999998,0.6629,0.16854999999999998
"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""",0,1.0,0.0,0.0
"ÛÏ@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",0,1.0,0.0,0.0
RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,0,1.0,0.0,0.0
"RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews",0,1.0,0.0,0.0
RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,0,1.0,0.0,0.0
RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016,2,0.0,0.0,1.0
"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religiÛ_",0,1.0,0.0,0.0
"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering",1,0.0,1.0,0.0
"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.Û_",0,0.6629,0.16854999999999998,0.16854999999999998
"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://tÛ_",1,0.14755000000000001,0.7049,0.14755000000000001
"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://tÛ_",0,0.6939,0.15305000000000002,0.15305000000000002
#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?,0,0.6344,0.18280000000000002,0.18280000000000002
"RT @renomarky: ÷Ô never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to @DWStweets 
3. Making it about ratings not_Ùà¼_Ùàü http:/Û_",0,1.0,0.0,0.0
"IMHO #GOPDebate 
winners #MarcoRubio #Kasich #DonaldTrump 
Losers #ScottWalker #RandPaul #BenCarson 
All others were completely forgettable",1,0.1719,0.6562,0.1719
RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,2,0.17059999999999997,0.17059999999999997,0.6588
"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" ÛÒ Jeb http://t.co/5ImGwdRL4G #GOPDebate",0,0.6652,0.1674,0.1674
@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter,0,0.6905,0.15475,0.15475
"RT @GovernorPerry: .@GovernorPerry's ""On Fire"" Debate Performance https://t.co/aRmJN6vwPG #GOPDebate #Perry2016 #tcot",2,0.0,0.0,1.0
RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/bIOXOpLEjn,2,0.15315,0.15315,0.6937
RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK,2,0.0,0.0,1.0
RT @AllThingsFlynn: This Trump vs. Fox News conflict is quite the conundrum. ItÛªs like the personification of Greed vs. Hate. Who do I rootÛ_,0,0.6941,0.15294999999999997,0.15294999999999997
RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate,1,0.1629,0.6742,0.1629
"RT @LAXnOREOS: Meanwhile, in the White House...  #GOPDebate http://t.co/mFs7ixFOVC",0,0.6966,0.1517,0.1517
"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",1,0.17525000000000002,0.6495,0.17525000000000002
"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016",1,0.15910000000000002,0.6818,0.15910000000000002
RT @Playing_Dad: Settling in for the #GOPDebate http://t.co/W6W3e5NBOa,2,0.0,0.0,1.0
"RT @realDonaldTrump: ""@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. _Ù÷  #GOPDebate"" She is totally overrated and angry. SheÛ_",0,1.0,0.0,0.0
"This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xxq1V @robinmarty",0,0.6667,0.16665000000000002,0.16665000000000002
RT @LisaBloom: Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.,0,1.0,0.0,0.0
"#GOPDebate What was up with #FoxNews &amp; their ""gotcha"" questions? They seemed designed to elicit typical political ""spin"" responses. #tlot",0,0.6782,0.1609,0.1609
After the #GOPDebate all of the promises being made by startups at this tech conference seem quite reasonable.,1,0.0,1.0,0.0
RT @Roy___Rogers: @KnucklDraginSam @GOP @realDonaldTrump @yobynnad1127 AMEN! #Trump2016 #WakeUpAmerica #GOPDebate #tcot #stoprush http://t.Û_,0,0.6318,0.18409999999999999,0.18409999999999999
RT @CarlyFiorina: The highest calling of leadership is to challenge the status quo &amp; unlock potential in others. #GOPDebate. #Carly2016,2,0.16635,0.16635,0.6673
"RT @zzcrane: Me watching the Donald Trump bandwagon pass. 
#tlot #tcot #GOPDebate http://t.co/wvQlSxgmCL",0,0.6941,0.15294999999999997,0.15294999999999997
"RT @deray: Before the #GOPDebate began, didn't the moderators say that 8 million ppl were discussing ""racial issues""? What happened to thosÛ_",0,0.6705,0.16475,0.16475
"RT @feministabulous: There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right Û_",0,1.0,0.0,0.0
RT @SenWhitehouse: FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about MondÛ_,0,1.0,0.0,0.0
"RT @tyriquex: These republicans are rich, they don't care about the poverty of America &amp; they definitely don't care bout the poverty of blaÛ_",0,0.6667,0.16665000000000002,0.16665000000000002
"So we just had an office chat about the #GOPDebate,  &amp; I was outed as both a flaming liberal and a politics geek. Probably not surprising.",2,0.0,0.0,1.0
